0000000000000000 00 0 0
11C0A8019EEFFFFF FF 1 0
FAA122076C020855 FF 0 0
69ADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8DADADEDEDADADED FF 0 0
8D00000000000000 80 0 1
